"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000128245",1457,1407,1848,977,1306,1519,1164,1113
"ENSG00000128253",0,0,0,0,1,0,0,0
"ENSG00000128254",2,0,4,0,2,0,1,1
"ENSG00000128262",39,65,117,124,116,775,83,147
"ENSG00000128266",11,13,8,7,4,18,13,8
"ENSG00000128268",0,3,14,4,25,38,14,10
"ENSG00000128271",3,0,1,3,4,11,3,0
"ENSG00000128272",5592,4216,7022,3537,7909,7232,6421,5871
"ENSG00000128274",834,1163,1381,1036,1334,1825,944,1738
"ENSG00000128283",1682,1688,1795,1030,1731,1970,1449,1631
"ENSG00000128284",354,498,567,540,332,379,393,506
"ENSG00000128285",16,0,13,0,11,1,15,0
"ENSG00000128294",195,207,285,164,436,442,229,277
"ENSG00000128298",28,15,21,29,20,31,18,24
"ENSG00000128309",434,806,376,426,481,854,366,886
"ENSG00000128311",189,382,195,314,210,536,185,495
"ENSG00000128313",0,1,0,0,1,0,0,0
"ENSG00000128335",860,961,1315,1040,1086,1196,921,1190
"ENSG00000128340",33,19,23,12,52,61,40,20
"ENSG00000128342",254,36,223,16,317,113,312,33
"ENSG00000128346",151,193,154,72,156,214,141,128
"ENSG00000128383",3,2,0,0,3,0,1,3
"ENSG00000128394",113,54,124,72,122,95,94,72
"ENSG00000128408",6,0,6,2,14,10,6,11
"ENSG00000128422",0,0,2,0,0,0,0,0
"ENSG00000128463",1075,901,1114,660,1104,1359,858,797
"ENSG00000128482",15,23,43,30,39,44,27,41
"ENSG00000128487",157,76,93,35,302,197,108,49
"ENSG00000128510",83,15,581,74,415,71,148,45
"ENSG00000128512",871,816,1060,564,1465,2282,970,987
"ENSG00000128513",358,315,418,245,406,437,302,337
"ENSG00000128524",806,766,844,463,834,958,657,679
"ENSG00000128534",315,266,340,219,356,466,308,271
"ENSG00000128536",99,84,62,28,149,106,97,86
"ENSG00000128563",432,379,565,239,524,543,370,313
"ENSG00000128564",0,13,1,0,2,0,2,4
"ENSG00000128567",4,1,15,6,16,12,15,13
"ENSG00000128573",391,357,530,288,564,649,450,452
"ENSG00000128578",55,45,66,25,149,74,86,52
"ENSG00000128581",421,287,505,246,479,475,372,338
"ENSG00000128585",1323,1124,1512,841,1717,2068,1203,1389
"ENSG00000128590",549,500,613,406,578,808,530,619
"ENSG00000128591",12658,10698,15499,5748,14495,17083,11007,8667
"ENSG00000128594",36,8,28,8,16,8,41,8
"ENSG00000128595",19804,19264,33875,19474,30628,39301,21242,22397
"ENSG00000128596",235,301,452,262,329,512,376,436
"ENSG00000128602",553,226,439,114,108,71,455,244
"ENSG00000128604",1,0,0,0,1,0,1,0
"ENSG00000128606",2077,248,2446,390,923,132,2366,649
"ENSG00000128607",866,646,966,606,1046,1136,760,769
"ENSG00000128609",860,908,1089,661,875,1025,770,966
"ENSG00000128610",0,0,0,1,0,0,0,0
"ENSG00000128617",51,66,110,78,75,135,66,79
"ENSG00000128626",270,271,244,147,220,389,196,226
"ENSG00000128641",2016,1316,2831,961,4361,5792,1872,1456
"ENSG00000128652",2,1,0,0,0,0,0,0
"ENSG00000128654",389,339,442,258,551,578,342,377
"ENSG00000128655",0,1,1,1,1,4,0,4
"ENSG00000128656",2214,1562,3655,1065,3506,3545,1442,877
"ENSG00000128683",3,3,5,0,0,1,3,2
"ENSG00000128692",453,406,486,274,499,657,378,374
"ENSG00000128694",123,66,104,51,137,108,108,81
"ENSG00000128699",1343,2349,1392,1825,1290,2600,1228,2567
"ENSG00000128708",455,362,582,297,617,663,435,403
"ENSG00000128709",0,2,0,0,0,0,0,0
"ENSG00000128731",2897,2857,3132,1721,3156,4381,2560,3063
"ENSG00000128739",18,8,16,8,37,27,28,13
"ENSG00000128789",791,768,770,534,785,992,655,886
"ENSG00000128791",12170,9178,8712,5970,13259,17082,9069,9685
"ENSG00000128805",494,292,425,118,545,455,445,234
"ENSG00000128815",14,55,59,37,15,58,18,27
"ENSG00000128829",2307,1962,2709,1493,4029,4079,2078,2112
"ENSG00000128833",1,0,2,2,1,2,2,0
"ENSG00000128849",55,83,116,58,24,16,62,97
"ENSG00000128872",794,745,864,569,879,984,726,898
"ENSG00000128881",512,325,598,317,617,673,522,524
"ENSG00000128886",5,2,2,1,1,1,3,2
"ENSG00000128891",88,73,158,86,140,187,140,132
"ENSG00000128908",944,975,1250,855,1064,1904,850,1129
"ENSG00000128915",702,660,786,490,843,926,646,683
"ENSG00000128917",2,5,33,65,6,537,4,21
"ENSG00000128918",3,4,5,2,4,6,6,3
"ENSG00000128923",886,1574,1255,1409,984,2463,872,1883
"ENSG00000128928",1059,992,1309,899,1389,2249,1083,1471
"ENSG00000128944",70,102,148,141,118,161,87,141
"ENSG00000128951",806,880,674,579,587,788,677,749
"ENSG00000128965",67,20,188,52,99,261,76,25
"ENSG00000128973",176,156,178,131,220,283,184,159
"ENSG00000128989",1954,2150,2201,1655,2205,3193,1814,2345
"ENSG00000129003",2834,2021,2693,1589,2732,3484,2905,2820
"ENSG00000129007",107,119,155,104,102,150,91,123
"ENSG00000129009",3908,2881,4875,2508,3194,3295,5658,4822
"ENSG00000129028",79,51,98,59,66,57,87,68
"ENSG00000129038",4386,2874,5158,1827,4943,4880,4582,2834
"ENSG00000129048",1462,630,2238,292,2137,1439,3051,863
"ENSG00000129055",1062,767,1083,593,1170,1262,833,706
"ENSG00000129071",520,494,654,353,773,876,520,542
"ENSG00000129083",3546,3433,4086,2871,4589,6008,2890,3579
"ENSG00000129084",201,217,233,153,154,257,156,177
"ENSG00000129103",3019,2810,3258,1993,2830,3631,2206,2446
"ENSG00000129116",12121,16666,21269,21811,18078,43478,13713,25765
"ENSG00000129128",2156,2571,3327,3328,2976,6761,2600,4601
"ENSG00000129151",2,2,5,3,3,3,3,1
"ENSG00000129158",123,107,123,84,92,107,122,121
"ENSG00000129159",2,1,0,0,3,1,2,0
"ENSG00000129167",6,3,5,1,2,3,2,2
"ENSG00000129173",4,6,1,0,4,2,1,0
"ENSG00000129187",2106,1835,2154,1262,2353,2833,1771,1818
"ENSG00000129194",25,28,14,7,14,11,32,31
"ENSG00000129195",11,22,14,4,11,16,10,9
"ENSG00000129197",295,259,389,239,416,393,306,314
"ENSG00000129204",47,48,71,53,68,114,75,81
"ENSG00000129214",19,25,27,15,29,44,30,15
"ENSG00000129219",793,677,857,470,763,814,656,743
"ENSG00000129226",0,0,1,0,1,1,3,2
"ENSG00000129235",323,354,324,217,313,502,222,259
"ENSG00000129244",2,1,2,3,4,5,3,2
"ENSG00000129245",651,719,676,465,729,1022,541,646
"ENSG00000129250",4970,6014,8068,6144,7161,13367,5402,7828
"ENSG00000129255",621,597,716,364,798,813,499,432
"ENSG00000129270",2,17,4,8,2,6,1,5
"ENSG00000129282",48,59,57,49,51,93,50,76
"ENSG00000129292",1188,1168,1337,782,1752,1790,1000,1147
"ENSG00000129295",44,49,63,26,62,48,49,54
"ENSG00000129315",665,641,731,495,692,1010,595,693
"ENSG00000129317",207,157,278,111,247,293,209,193
"ENSG00000129347",421,412,493,284,546,716,384,379
"ENSG00000129351",3330,2785,3220,1693,3516,4501,2382,2289
"ENSG00000129353",2792,3366,4671,3814,4436,6858,2350,4398
"ENSG00000129354",0,0,1,0,1,0,0,0
"ENSG00000129355",82,110,74,64,58,59,51,116
"ENSG00000129422",494,511,414,278,669,673,435,569
"ENSG00000129437",2,1,2,2,2,3,1,0
"ENSG00000129450",0,0,0,0,0,1,0,0
"ENSG00000129460",259,243,277,159,281,380,230,207
"ENSG00000129465",10,21,26,14,17,31,28,19
"ENSG00000129467",163,57,233,24,192,95,113,34
"ENSG00000129472",326,290,453,312,421,486,262,365
"ENSG00000129473",1486,1569,1571,1294,1408,1997,1191,1536
"ENSG00000129474",492,334,704,293,759,917,629,454
"ENSG00000129480",148,131,223,147,194,298,146,153
"ENSG00000129484",248,116,336,104,296,214,209,143
"ENSG00000129493",669,709,920,592,777,1129,745,736
"ENSG00000129514",5,9,12,1,11,7,23,7
"ENSG00000129515",2530,2239,2882,1909,3097,3648,2267,2342
"ENSG00000129518",603,583,848,492,849,868,553,607
"ENSG00000129521",206,40,96,22,23,54,107,47
"ENSG00000129534",411,408,422,312,420,626,449,506
"ENSG00000129535",9,7,15,8,9,13,5,9
"ENSG00000129559",445,429,399,280,412,612,294,367
"ENSG00000129562",1628,1482,1926,1232,1553,2247,1327,1468
"ENSG00000129566",829,854,1005,681,901,1595,705,1054
"ENSG00000129595",2,1,6,3,3,5,1,3
"ENSG00000129596",56,47,84,187,20,28,74,172
"ENSG00000129625",2686,2628,3659,2422,4051,4536,2488,3101
"ENSG00000129636",1587,1480,2015,1402,1843,2283,1389,1733
"ENSG00000129646",63,56,41,15,98,81,68,60
"ENSG00000129654",0,0,0,0,0,1,0,1
"ENSG00000129657",1398,1281,2011,1241,1907,2075,1364,1734
"ENSG00000129667",62,42,67,15,109,152,35,28
"ENSG00000129673",0,0,2,0,2,2,1,2
"ENSG00000129675",706,615,1087,563,905,1116,757,821
"ENSG00000129680",705,745,891,598,868,1162,696,1066
"ENSG00000129682",379,72,476,119,108,45,643,255
"ENSG00000129691",715,610,922,474,792,907,669,639
"ENSG00000129696",128,144,138,70,158,161,110,96
"ENSG00000129749",7,11,6,4,13,17,4,5
"ENSG00000129757",488,530,551,376,454,443,400,733
"ENSG00000129810",4,3,8,3,3,1,4,2
"ENSG00000129824",4846,4155,4715,2513,5124,5399,0,2
"ENSG00000129862",0,1,0,0,0,0,0,0
"ENSG00000129864",0,1,0,0,0,0,0,0
"ENSG00000129910",5,7,2,1,3,15,2,5
"ENSG00000129911",161,151,147,54,154,180,97,112
"ENSG00000129925",2030,2054,1764,1158,2125,3032,1516,1934
"ENSG00000129932",163,184,176,103,139,208,127,175
"ENSG00000129933",1231,1074,1286,759,1266,1606,993,1244
"ENSG00000129946",305,192,418,210,423,439,261,257
"ENSG00000129951",18,17,24,21,27,52,22,14
"ENSG00000129968",1183,1158,1202,630,939,1471,981,1091
"ENSG00000129988",2,9,13,14,22,47,4,3
"ENSG00000129990",12,8,6,1,2,5,8,6
"ENSG00000129991",0,0,0,0,0,0,1,0
"ENSG00000129993",3,1,3,0,3,1,3,0
"ENSG00000130005",506,308,477,204,458,438,351,306
"ENSG00000130021",280,274,282,178,309,501,453,439
"ENSG00000130023",423,379,567,318,525,567,327,346
"ENSG00000130024",975,968,1200,731,1622,2056,873,1144
"ENSG00000130032",180,30,49,7,0,2,84,15
"ENSG00000130035",0,1,3,1,1,0,1,5
"ENSG00000130037",11,9,53,22,2,3,29,10
"ENSG00000130038",50,36,52,26,44,52,70,80
"ENSG00000130045",13,10,34,8,16,23,17,28
"ENSG00000130052",132,81,138,74,277,148,284,381
"ENSG00000130055",3,1,3,2,3,6,4,3
"ENSG00000130066",2118,6302,2896,3480,3296,6790,1884,5985
"ENSG00000130119",198,174,199,102,215,324,159,177
"ENSG00000130147",3176,2214,3962,1824,4267,6806,2383,2406
"ENSG00000130150",589,598,932,824,725,1659,503,975
"ENSG00000130158",678,450,739,404,789,1052,770,693
"ENSG00000130159",456,370,363,148,383,419,261,248
"ENSG00000130164",1077,1003,1369,926,635,1623,290,589
"ENSG00000130165",586,479,669,341,585,884,513,497
"ENSG00000130167",0,1,1,0,0,0,1,0
"ENSG00000130173",2,1,1,0,6,3,0,3
"ENSG00000130175",4914,4837,6196,3462,5768,6876,4256,4669
"ENSG00000130176",460,1171,1538,969,666,1630,962,1245
"ENSG00000130177",1431,1326,1652,1000,1812,2209,1311,1434
"ENSG00000130193",115,49,116,53,120,130,81,76
"ENSG00000130201",1,0,0,1,5,3,6,2
"ENSG00000130202",933,1099,1269,783,1201,2047,927,1145
"ENSG00000130203",2510,1479,2210,1243,5102,5579,1425,1205
"ENSG00000130204",365,396,400,197,440,719,330,340
"ENSG00000130208",30,23,47,10,123,82,25,14
"ENSG00000130222",28,10,11,4,10,1,30,5
"ENSG00000130224",265,383,285,323,422,685,225,441
"ENSG00000130226",0,1,0,0,0,0,0,0
"ENSG00000130227",1866,1233,2221,939,2638,2246,1761,1388
"ENSG00000130244",210,146,198,84,194,171,171,166
"ENSG00000130254",1391,1482,1536,994,1490,1638,1143,1607
"ENSG00000130255",5685,5781,5765,2518,4976,6513,3724,3866
"ENSG00000130270",79,76,66,25,104,141,54,56
"ENSG00000130287",1,0,0,2,0,0,0,2
"ENSG00000130294",0,2,1,0,0,0,0,0
"ENSG00000130299",139,123,151,76,117,179,131,122
"ENSG00000130300",0,0,0,0,1,0,0,0
"ENSG00000130303",87,69,155,59,89,107,34,48
"ENSG00000130304",599,446,572,286,562,681,499,496
"ENSG00000130305",326,303,287,172,275,305,253,242
"ENSG00000130307",2,0,5,5,5,6,2,3
"ENSG00000130309",1858,2009,1785,1228,1774,2592,1505,1731
"ENSG00000130311",562,723,609,478,637,1015,446,710
"ENSG00000130312",431,452,460,287,386,576,359,442
"ENSG00000130313",841,712,931,397,989,1021,726,738
"ENSG00000130332",398,313,398,175,348,398,299,271
"ENSG00000130338",580,378,622,270,749,709,594,404
"ENSG00000130340",5275,3040,4434,2235,6764,5063,4771,3664
"ENSG00000130347",83,53,98,38,62,61,62,43
"ENSG00000130348",286,232,267,136,447,424,261,252
"ENSG00000130349",197,157,209,110,231,295,181,183
"ENSG00000130363",317,217,416,254,416,502,260,287
"ENSG00000130377",4,0,9,0,11,4,10,3
"ENSG00000130382",779,816,829,451,887,1582,593,771
"ENSG00000130396",654,613,663,387,768,1087,580,650
"ENSG00000130402",9585,12291,13120,10441,11413,32418,8479,15474
"ENSG00000130413",14,20,28,21,63,72,22,16
"ENSG00000130414",1402,1267,1611,947,1744,1875,979,1033
"ENSG00000130427",2,0,2,0,1,0,1,1
"ENSG00000130429",907,866,1069,637,725,1136,948,824
"ENSG00000130433",0,0,2,2,2,11,1,0
"ENSG00000130449",604,455,781,400,1008,1072,461,517
"ENSG00000130475",7,9,30,13,13,17,12,9
"ENSG00000130477",1,0,0,1,2,5,2,3
"ENSG00000130479",467,490,486,391,498,930,397,608
"ENSG00000130487",20,2,23,1,2,4,8,0
"ENSG00000130489",50,67,64,34,74,88,40,59
"ENSG00000130508",8666,9708,13772,7683,15222,24027,8747,11482
"ENSG00000130511",812,590,692,285,719,731,759,544
"ENSG00000130513",927,206,506,77,898,360,675,166
"ENSG00000130517",1500,840,1507,767,1518,1150,1459,876
"ENSG00000130518",139,60,215,71,66,44,87,67
"ENSG00000130520",597,565,700,398,701,973,520,523
"ENSG00000130522",1535,1133,1916,952,1443,1416,1379,1249
"ENSG00000130528",0,1,2,1,1,6,0,0
"ENSG00000130529",452,676,552,462,413,869,313,520
"ENSG00000130540",44,56,46,22,31,28,6,12
"ENSG00000130544",120,89,142,77,116,148,91,102
"ENSG00000130545",2,0,1,0,0,4,3,3
"ENSG00000130558",304,341,260,186,133,182,107,119
"ENSG00000130559",622,411,605,359,697,721,495,559
"ENSG00000130560",532,485,537,283,586,646,435,472
"ENSG00000130561",0,2,0,0,0,1,0,2
"ENSG00000130584",212,98,287,97,215,151,246,161
"ENSG00000130589",1035,722,730,349,761,1040,584,718
"ENSG00000130590",51,36,53,27,53,53,57,43
"ENSG00000130592",35,9,42,3,8,8,48,10
"ENSG00000130595",1,0,0,0,0,0,3,1
"ENSG00000130600",58,14,148,30,52,43,372,137
"ENSG00000130612",1,1,3,1,2,1,1,0
"ENSG00000130635",13180,8003,13765,4648,10393,10065,10353,6577
"ENSG00000130638",1985,1840,2528,1538,2303,3261,2016,1976
"ENSG00000130640",1328,1171,1425,757,1510,1817,1016,1073
"ENSG00000130643",1,0,2,0,2,4,8,3
"ENSG00000130649",16,14,45,14,30,38,15,4
"ENSG00000130653",114,165,155,108,114,141,169,215
"ENSG00000130669",412,392,535,217,478,569,373,329
"ENSG00000130684",70,54,75,32,86,97,55,55
"ENSG00000130695",78,55,103,61,119,76,81,71
"ENSG00000130699",181,198,209,120,216,241,148,172
"ENSG00000130701",0,2,0,0,0,0,0,0
"ENSG00000130702",1025,683,1534,750,1535,2008,913,936
"ENSG00000130703",633,556,718,409,774,808,630,583
"ENSG00000130706",673,586,741,477,794,1056,549,690
"ENSG00000130707",953,632,1257,439,2406,2722,1187,870
"ENSG00000130711",0,0,0,1,0,0,0,0
"ENSG00000130713",193,134,249,96,234,290,180,166
"ENSG00000130714",616,549,667,425,636,860,590,638
"ENSG00000130717",634,583,632,379,701,761,549,661
"ENSG00000130720",91,38,86,41,914,878,106,103
"ENSG00000130723",4894,4141,5655,3081,5753,8041,4256,5230
"ENSG00000130724",1128,1082,1579,893,1678,2043,1117,1091
"ENSG00000130725",675,685,690,413,762,933,520,544
"ENSG00000130726",3288,2844,3275,1887,3330,3995,2728,2627
"ENSG00000130731",488,458,540,234,434,654,413,402
"ENSG00000130733",627,441,759,312,752,773,506,456
"ENSG00000130734",74,92,101,52,105,160,87,122
"ENSG00000130741",2487,1939,2734,1444,2873,2794,2700,2347
"ENSG00000130748",45,44,28,26,24,46,45,43
"ENSG00000130749",695,599,816,413,721,963,611,595
"ENSG00000130751",12,4,17,5,7,16,13,13
"ENSG00000130755",5,1,3,1,2,2,2,1
"ENSG00000130758",199,211,189,107,199,260,140,190
"ENSG00000130762",1,0,2,0,2,1,1,0
"ENSG00000130764",659,579,725,416,689,866,532,566
"ENSG00000130766",1287,717,1240,306,1160,764,1014,489
"ENSG00000130768",0,0,1,0,1,1,0,0
"ENSG00000130770",730,684,869,426,849,884,639,533
"ENSG00000130772",253,243,249,179,234,299,210,256
"ENSG00000130775",103,68,93,43,156,129,75,66
"ENSG00000130779",4705,5121,6473,4155,5196,6471,4622,6348
"ENSG00000130783",5,4,11,5,4,10,8,14
"ENSG00000130787",324,209,290,156,465,349,384,359
"ENSG00000130803",557,452,697,369,676,825,493,563
"ENSG00000130810",25,29,28,17,20,83,19,26
"ENSG00000130811",1770,1964,2010,1239,2180,2754,1444,1830
"ENSG00000130812",2,4,9,3,6,7,5,3
"ENSG00000130813",363,299,390,221,423,504,306,329
"ENSG00000130816",2016,1738,1930,1051,2216,2346,1572,1631
"ENSG00000130818",242,171,270,124,286,282,233,214
"ENSG00000130821",954,925,970,601,1169,1719,847,862
"ENSG00000130822",9,10,8,1,19,17,12,9
"ENSG00000130826",475,455,510,262,630,891,406,412
"ENSG00000130827",1648,1285,1652,695,1923,2477,1411,1367
"ENSG00000130829",0,0,1,0,1,0,0,0
"ENSG00000130830",290,317,303,190,412,370,271,254
"ENSG00000130844",228,206,300,170,361,453,238,248
"ENSG00000130856",355,244,393,171,420,456,330,318
"ENSG00000130876",15,10,6,7,6,17,10,12
"ENSG00000130881",842,592,781,277,711,800,702,575
"ENSG00000130921",356,233,385,171,450,375,325,261
"ENSG00000130935",514,394,540,316,580,702,389,433
"ENSG00000130939",2383,1695,2681,1590,2766,3055,2049,2634
"ENSG00000130940",0,1,6,3,13,14,4,3
"ENSG00000130943",30,27,49,15,29,21,26,22
"ENSG00000130948",0,1,2,4,3,6,2,6
"ENSG00000130950",4,4,9,2,7,9,4,6
"ENSG00000130956",716,942,1090,1032,822,1369,949,1348
"ENSG00000130957",0,0,0,0,0,2,0,0
"ENSG00000130958",499,511,505,413,490,663,381,541
"ENSG00000130962",679,639,705,622,1052,1519,637,848
"ENSG00000130985",6833,5984,6876,3883,6897,8503,5624,6181
"ENSG00000130988",122,82,187,111,132,156,136,99
"ENSG00000130997",63,60,44,22,54,30,57,36
"ENSG00000131002",676,632,833,417,1089,1143,0,0
"ENSG00000131013",621,545,833,461,965,1052,600,587
"ENSG00000131015",12,15,28,11,26,20,18,12
"ENSG00000131016",37274,18475,104747,24110,38136,26050,51574,31671
"ENSG00000131018",3326,3010,3910,1872,3122,4269,3210,3627
"ENSG00000131019",45,15,68,21,38,51,59,38
"ENSG00000131023",723,593,842,456,823,1039,672,781
"ENSG00000131037",4,14,4,11,15,29,5,11
"ENSG00000131043",702,672,745,500,732,1052,554,704
"ENSG00000131044",3,3,5,0,6,7,2,4
"ENSG00000131050",4,2,0,0,0,0,1,1
"ENSG00000131051",4668,4143,5256,2948,5952,6035,3923,4236
"ENSG00000131055",0,0,0,0,0,1,0,0
"ENSG00000131061",85,82,100,44,84,116,62,78
"ENSG00000131067",678,624,766,406,712,823,557,651
"ENSG00000131069",618,618,722,522,782,979,503,714
"ENSG00000131080",1463,725,1718,425,2100,1394,1140,607
"ENSG00000131089",615,477,804,357,737,692,570,420
"ENSG00000131094",23,14,26,12,76,70,20,17
"ENSG00000131095",1,1,0,0,1,1,4,0
"ENSG00000131096",2,2,6,0,5,5,4,6
"ENSG00000131097",0,0,1,1,2,1,0,1
"ENSG00000131100",1810,2075,2608,1746,2469,3483,1678,2285
"ENSG00000131115",173,138,212,104,233,234,195,165
"ENSG00000131116",230,213,260,136,206,235,195,175
"ENSG00000131126",0,0,1,1,1,0,1,0
"ENSG00000131127",105,95,180,74,168,172,153,110
"ENSG00000131142",1,0,0,0,1,0,0,0
"ENSG00000131143",3486,3408,4472,2224,4610,5116,3076,3196
"ENSG00000131148",309,369,348,270,363,552,279,351
"ENSG00000131149",818,574,983,392,1183,1528,1013,680
"ENSG00000131153",33,18,21,9,23,27,25,14
"ENSG00000131165",1706,1677,1527,974,1294,1841,1318,1564
"ENSG00000131171",2688,2165,3429,2233,3593,4038,2754,2807
"ENSG00000131174",836,714,1213,516,1256,1332,693,606
"ENSG00000131187",3,5,5,3,12,16,5,2
"ENSG00000131188",24,25,33,12,45,72,44,20
"ENSG00000131196",128,130,155,72,130,186,148,155
"ENSG00000131203",1,0,0,0,0,0,0,0
"ENSG00000131233",1,1,1,0,2,1,0,1
"ENSG00000131236",6105,7067,7510,5921,6814,13109,4915,7179
"ENSG00000131238",716,682,911,565,792,1002,649,645
"ENSG00000131242",56,10,69,12,54,13,44,8
"ENSG00000131263",1126,1086,1279,844,1291,1741,1036,1166
"ENSG00000131269",297,233,359,179,381,368,283,240
"ENSG00000131323",683,460,742,300,858,820,621,441
"ENSG00000131351",47,39,25,20,37,52,37,43
"ENSG00000131368",592,467,639,409,611,808,551,507
"ENSG00000131370",388,233,429,107,390,227,401,175
"ENSG00000131373",186,194,221,149,237,247,154,170
"ENSG00000131374",3903,2659,3593,1998,4224,4116,3362,3050
"ENSG00000131375",772,598,828,470,901,1040,708,763
"ENSG00000131378",1423,1234,1305,1103,2618,2682,1198,1640
"ENSG00000131379",3,2,10,0,4,5,12,5
"ENSG00000131381",896,619,1118,682,1172,1250,955,862
"ENSG00000131386",5613,12745,7785,13192,9922,28672,2747,13295
"ENSG00000131389",1153,217,1874,233,1215,452,983,185
"ENSG00000131398",2,4,0,1,3,10,0,0
"ENSG00000131400",13,13,9,4,8,8,7,8
"ENSG00000131401",0,1,0,1,0,0,0,0
"ENSG00000131408",1608,1769,1709,1100,1470,2327,1244,1804
"ENSG00000131409",23,7,19,9,14,18,23,20
"ENSG00000131435",407,299,471,184,268,306,416,258
"ENSG00000131437",394,233,600,215,532,453,397,245
"ENSG00000131446",3666,6111,4936,4589,3848,8780,3863,7295
"ENSG00000131459",671,1811,668,964,648,1028,530,1547
"ENSG00000131462",558,461,589,205,627,695,330,279
"ENSG00000131467",1602,1758,1621,1191,1929,2888,1330,1593
"ENSG00000131469",9800,9614,9304,4714,8878,10054,6221,6020
"ENSG00000131470",47,65,44,41,62,63,32,42
"ENSG00000131471",216,226,285,172,80,192,578,671
"ENSG00000131473",4006,4125,3821,2209,3850,5430,2998,3323
"ENSG00000131475",521,476,575,368,612,797,439,472
"ENSG00000131477",8,6,5,5,6,9,3,13
"ENSG00000131480",16,26,27,19,30,31,12,33
"ENSG00000131482",1,0,0,0,0,0,0,0
"ENSG00000131484",30,14,13,1,26,35,19,23
"ENSG00000131495",194,198,220,131,221,314,159,163
"ENSG00000131503",24,20,22,13,24,27,25,19
"ENSG00000131504",1417,1441,1828,1456,1816,2316,1671,2213
"ENSG00000131507",2416,2679,3008,2584,2764,4103,2646,3366
"ENSG00000131508",1114,1090,1111,986,1193,1608,1021,1195
"ENSG00000131558",2362,1986,2706,1563,3011,3225,2153,2071
"ENSG00000131584",1702,1251,1366,476,1213,944,1066,896
"ENSG00000131591",111,114,137,64,151,199,130,122
"ENSG00000131620",450,155,1742,818,575,3029,1243,910
"ENSG00000131626",1053,1115,1223,750,1565,1844,1032,1227
"ENSG00000131634",371,461,324,305,207,449,324,631
"ENSG00000131650",0,2,3,0,2,1,4,0
"ENSG00000131652",247,180,196,108,198,243,208,184
"ENSG00000131653",2406,2315,2344,1323,2905,3653,1934,2296
"ENSG00000131668",1,3,0,0,0,1,0,0
"ENSG00000131669",487,239,596,231,853,719,561,377
"ENSG00000131697",280,187,207,108,223,317,224,213
"ENSG00000131711",6944,3872,7449,3332,8010,7025,9518,7358
"ENSG00000131724",1225,1021,2239,1375,2496,2733,1546,1588
"ENSG00000131725",521,543,580,364,655,889,408,534
"ENSG00000131730",25,11,34,7,35,22,27,9
"ENSG00000131732",713,518,731,289,908,821,587,442
"ENSG00000131737",0,0,1,0,1,1,0,0
"ENSG00000131738",0,0,1,0,1,0,0,0
"ENSG00000131746",1,3,2,0,3,4,3,1
"ENSG00000131747",339,310,270,134,359,290,285,205
